"name"	"number"
"  323、微山湖是著名的现代革命斗争纪念地。在抗日战争时期以微山湖为根据地的微湖大队、运河支队、铁道游击队等革命武装出没在千顷芦苇荡里活跃于津浦铁路线上创造了许多可歌可泣的英雄业绩。刘知侠的长篇小说即取材于此。出题：中共济宁市委党校  推荐：山东学习平台  A、《沂蒙山的故事》  B、《红嫂》  C、《铁道游击队》  D、《战地日记》  "	"C《铁道游击队》"
"  324、中国人民银行是否可以向任何单位和个人提供担保。  A、都不可提供  B、都可提供  C、可向单位提供不可向个人提供  D、可向个人提供不可向单位提供  "	"A都不可提供"
"  325、发源于长白山的松花江滋养了东北大地与东北人的生活息息相关。下列关于松花江表述错误的是。出题：中共吉林省委宣传部  推荐：吉林学习平台  A、松花江是东北境内航运价值较大的河流  B、松花江流域属温带季风气候  C、松花江是中国黑龙江最小的支流  D、吉林市位于松花江沿岸  "	"C松花江是中国黑龙江最小的支流"
"  326、2016年10月27日习近平总书记在党的十八届六中全会第二次全体会议上指出是党最根本、最重要的纪律遵守政治纪律和政治规矩是遵守党的全部纪律的基础。出题：中共长沙市委党史研究室  推荐：湖南长沙平台  A、政治纪律和政治规矩  B、组织纪律和组织规矩  C、工作纪律和工作规矩  "	"A政治纪律和政治规矩"
"  327、涉密人员离岗离职应。出题：重庆市委直属机关工委  推荐：重庆学习平台  A、接受保密教育  B、接受保密监督  C、实行脱密期管理  D、经领导批准  "	"C实行脱密期管理"
"  328、饮酒后或者醉酒驾驶机动车发生重大交通事故构成犯罪的依法追究刑事责任吊销机动车驾驶证内不得申请机动车驾驶证。出题：公安部交通管理局  A、五年  B、十年  C、二十年  D、终生  "	"D终生"
"  329、中国古代兵器除了是实战作用又被列于门前体现主人身份地位。出题：陕西历史博物馆  推荐：陕西学习平台  A、戈  B、矛  C、钺  D、戟  "	"D戟"
"  330、领土由领陆、和领空三部分组成。出题：自然资源部地信司  中国地图出版集团  A、领海  B、领水  "	"B领水"
"  331、每天早晨以8角的价格买30份《社区早报》然后以每份1元的价格卖出那么每份报纸的成本利润率是。出题：科技部引智司  A、20％  B、25％  C、40％  D、80％  "	"B25％"
"  332、世界节能和利用新能源、可再生能源第一大国是  A、中国  B、美国  C、日本  "	"A中国"
"  333、人们为何称妇女为巾帼出题：泰安市泰山区  推荐：山东学习平台  A、妇女戴的头饰叫巾帼  B、妇女善于织造  C、源于一个叫巾帼的女子的典故  D、源于一个叫巾帼的地方  "	"A妇女戴的头饰叫巾帼"
"  334、2013年12月10日习近平总书记在中央经济工作会议上指出中国特色社会主义有很多特点和特征但最本质的特征是。  A、坚持以人为本  B、坚持社会主义公有制  C、坚持中国共产党的领导  "	"C坚持中国共产党的领导"
"  335、语不惊人死不休是唐代著名诗人杜甫的诗句杜甫被后世称为。  A、诗仙  B、诗圣  C、诗佛  D、诗鬼  "	"B诗圣"
"  336、历览前贤国与家成由勤俭破由奢这句唐诗的意思是回顾以往的朝代勤俭能使国家昌盛而奢侈腐败会使国家灭亡指出了一切政权成败的关键。它的作者是。出题：西部网  推荐：陕西学习平台  A、李商隐  B、王昌龄  C、令狐楚  D、韩愈  "	"A李商隐"
"  337、领导我们事业的核心力量是中国共产党。这一论断是毛泽东在中提出来的。出题：中共长沙市委党史研究室  推荐：湖南学习平台  A、在中国共产党第七届中央委员会第二次全体会议上的报告  B、《论十大关系》  C、《关于正确处理人民内部矛盾的问题》  D、中华人民共和国第一届全国人民代表大会第一次会议开幕词  "	"D中华人民共和国第一届全国人民代表大会第一次会议开幕词"
"  338、湄公河发源于中国唐古拉山的东北坡在我国境内被称为。出题：自然资源部地信司  中国地图出版集团  A、怒江  B、澜沧江  "	"B澜沧江"
"  339、嫦娥四号探测器是在我国发射成功的。  A、酒泉发射基地  B、西昌发射基地  C、太原发射基地  D、文昌发射基地  "	"B西昌发射基地"
"  340、明代著名书画家松江华亭人华亭学派杰出代表兼有颜骨赵姿之美。出题：中共松江区委宣传部门  推荐：上海学习平台  A、董其昌  B、董源  C、黄公望  D、倪瓒  "	"A董其昌"
"  341、桂林山水属于地貌。出题：中共桂林市纪律检查委员会、桂林市监察委员会  推荐：广西学习平台  A、喀斯特  B、冰川  C、风蚀  D、丹霞  "	"A喀斯特"
"  342、星座的划分和命名完全是由人决定的。而占星术宣扬人的性格与命运是由星座决定的其实是毫无科学根据的应该摒弃。这种说法是的。出题：中国科普研究所  A、正确  B、错误  "	"A正确"
"  343、主管全国的保密工作。出题：重庆市委直属机关工委  推荐：重庆学习平台  A、中央办公厅  B、国务院办公厅  C、国家保密行政管理部门  D、省、自治区、直辖市保密行政管理部门  "	"C国家保密行政管理部门"
"  344、春蚕到死丝方尽蜡炬成灰泪始干的作者是。  A、杜牧  B、苏轼  C、李商隐  D、李白  "	"C李商隐"
"  345、我国全面推开营业税改征增值税是年。出题：中共连云港市委宣传部  推荐：江苏学习平台  A、2012  B、2014  C、2015  D、2016  "	"D2016"
"  346、全球第一台适用于全肢体中风康复的纯意念控制人工神经机器人系统是。出题：山东科技报社  推荐：山东学习平台  A、神匠一号  B、神舟一号  C、神工一号  D、神医一号  "	"C神工一号"
"  347、中央国家机关、省级机关及其授权的机关、单位可以确定的国家秘密。出题：重庆市委直属机关工委  推荐：重庆学习平台  A、绝密级  B、机密级  C、秘密级  D、以上全部  "	"D以上全部"
"  348、飞来山上千寻塔闻说鸡鸣见日升。自缘身在最高层。请补齐诗句。  A、不识庐山真面目  B、不畏浮云遮望眼  C、不畏浮云遮白日  D、葳蕤青山遮望眼  "	"B不畏浮云遮望眼"
"  349、三过家门而不入说的人物是。出题：重庆市委直属机关工委  推荐：重庆学习平台  A、尧  B、舜  C、禹  D、鯀  "	"C禹"
"  350、1931年夏毛泽东写下了七百里驱十五日赣水苍茫闽山碧横扫千军如卷席的词句描写的是的战斗场面。出题：福建学习平台  A、反第一次大围剿  B、反第二次大围剿  C、反第三次大围剿  "	"B反第二次大“围剿”"
"  351、东汉时期崔寔撰写的被认为是中国古代农书中农家月令这一系统最早的代表作。出题：山东科技报社  推荐：山东学习平台  A、《礼记•月令》  B、《农桑辑要》  C、《四民月令》  D、《农政全书》  "	"C《四民月令》"
"  352、一个科学研究者提出假说来解释自然现象然后设计实验来验证这个假说。检验他的做法是否科学的最重要指标是。出题：中国科普研究所  A、可操作性  B、可重复性  C、可模拟性  "	"B可重复性"
"  353、我国将每年的定为中国水周。出题：武汉大学  推荐：湖北学习平台  A、3月22至28日  B、4月22至28日  C、5月22至28日  D、6月22至28日  "	"A3月22至28日"
"  354、川剧主要由昆腔、、胡琴、弹戏、灯调五种声腔组成。出题：四川省文化和旅游厅  推荐：四川学习平台  A、西皮  B、高腔  C、二黄  D、京腔  "	"B高腔"
"  355、我国淡水资源在全球水资源占比。出题：武汉大学  推荐：湖北学习平台  A、3%  B、6%  C、10%  D、12%  "	"B6%"
"  356、中国最大的岛屿是。出题：自然资源部地信司  中国地图出版集团  A、台湾岛  B、涠洲岛  C、海南岛  D、崇明岛  "	"A台湾岛"
"  357、地球表面约被水覆盖。出题：科技部引智司  A、31%  B、51%  C、71%  D、91%  "	"C71%"
"  358、标志着我国进入改革开放新时期的重要会议是。出题：西北工业大学人文与经法学院  推荐：陕西学习平台  A、党的十一届三中全会  B、党的八大  C、党的九届二中全会  D、党的十二大  "	"A党的十一届三中全会"
"  359、政府支持与促进科学技术事业发展的方式有。出题：中国科普研究所  A、建立科学技术研究资助制度  B、设立专门的科技计划项目  C、制定科技发展规划出台科技政策  D、以上全是  "	"D以上全是"
"  360、发现火灾应拨打的报警电话是。出题：应急管理部消防救援局  A、96119  B、96110  C、119  D、110  "	"C119"
"  361、国破山河在城春草木深这一诗句的历史背景是。出题：山东科技报社  推荐：山东学习平台  A、秦末农民起义  B、三国赤壁之战  C、唐朝安史之乱  D、清朝三藩之乱  "	"C唐朝安史之乱"
"  362、世界上现存最早的航海图集是。出题：山东科技报社 推荐：山东学习平台  A、《郑和航海图》  B、《皇舆全览图》  C、《徐霞客游记》  D、《水经注》  "	"A《郑和航海图》"
"  363、中国是负责任的发展中大国是全球气候治理的积极参与者已经向世界承诺将于年左右将二氧化碳排放达到峰值并争取早日实现。  A、2020年  B、2030年  C、2035年  "	"B2030年"
"  364、有中国的欧几里德中国数学史上的牛顿之称的是。出题：山东科技报社  推荐：山东学习平台  A、刘徽  B、祖冲之  C、秦九韶  D、杨辉  "	"A刘徽"
"  365、以铜为镜可以正衣冠是唐太宗李世民对大臣的评价。出题：山东科技报社  推荐：山东学习平台  A、长孙无忌  B、魏徵  C、尉迟敬德  D、秦琼  "	"B魏徵"
"  366、以下描述胡腾舞的诗句是。出题：陕西历史博物馆  推荐：陕西学习平台  A、环行急蹴皆应节反手叉腰如却月  B、袅袅腰疑折褰褰袖欲飞  C、繁弦奏渌水长袖转回鸾  D、遏云歌响清回雪舞腰轻  "	"A环行急蹴皆应节，反手叉腰如却月"
"  367、《昭明文选》是由南朝梁宗室、文学家组织文人共同编选的。出题：江苏省镇江市史志办  推荐：江苏学习平台  A、萧统  B、苏颂  C、沈括  D、刘勰  "	"A萧统"
"  368、决定成立国家安全委员会的是。  A、党的十八届三中全会  B、党的十八届四中全会  C、党的十八届五中全会  "	"A党的十八届三中全会"
"  369、我国采取的北京时间实际上是的时间。  A、东六区  B、东七区  C、东八区  "	"C东八区"
"  370、标志着中国新民主主义革命开端的历史事件是。出题：西北工业大学人文与经法学院  推荐：陕西学习平台  A、新文化运动  B、五四运动  C、五卅运动  "	"B五四运动"
"  371、以下哪个城市被称为中国银杏之乡。出题：泰兴市委宣传部  推荐：江苏学习平台  A、泰兴  B、江阴  C、溧阳  D、溧水  "	"A泰兴"
